sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
65,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,1,2,2,4,1,1,1,4,3,2,2,3,1,4,2,4,1,4,1,2,2,3,1,4,2,1,1,4,1,3,1,2,1,3,1,4,1,2,1,1,4,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,NA,1,3,NA,3,4,NA,1,3,NA,1,3,NA,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,3,4,1,3,1,0,3,2,1,2,1,0,1,1,3,3,1,0,0,1,5,4,0,1,2,5,4,5,1,5,3,2,2,3,2,4,3,1,5,2,3,0,3,2,0,3,0,0,1,1,3,0,3,0,3,2,1,0,3,0,0,3,3,0,0,0,4,4,4,4,1,5,5,4,5,5,4,4,5,4,5,3,3,3,4,5,3,4,3,1,4,5,5,3,3,4,4,4,4,3,4,4,3,2,4,4,3,4,4,3,4,4,4,2,2,2,3,4,1,3,3,1,2,4,2,2,3,2,3,4,2,4,2,4,5,5,4,3,5,2,4,4,5,0,0,2,2,2,1,1,2,1,2,2,3,0,2,1,3,1,1,2,2,36,17,29,14,4,2.3,NA,1.4,3.2,38,5,14,19,34,19,6,6,59,16,15,11,7,9,1,24,4,4,5,3,8,0,72,51,41,66,40,30
66,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,3,2,1,1,1,1,1,4,1,4,1,1,1,4,2,1,1,2,1,4,4,1,3,4,2,1,1,4,1,4,1,2,2,1,1,1,2,2,1,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,1,1,3,4,NA,3,NA,NA,3,1,1,4,4,3,4,4,3,2,2,1,2,1,1,3,2,3,2,3,1,3,2,0,3,3,1,3,2,1,3,3,4,3,3,1,3,1,5,2,0,1,1,2,1,2,0,2,2,1,2,2,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,3,4,4,4,2,2,2,5,5,4,4,2,4,2,1,5,3,3,2,4,2,1,4,1,2,2,1,2,3,3,1,2,2,3,2,2,3,1,1,2,4,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,1,2,3,2,2,2,3,4,2,2,4,2,2,3,3,0,0,0,1,2,0,1,1,0,0,1,1,0,2,0,1,0,1,0,1,19,19,28,16,4,2.166666667,1.75,1,3.2,44,19,12,13,0,0,0,0,33,6,11,4,3,8,1,40,9,7,6,7,9,2,42,35,27,62,24,12
67,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,1,1,1,3,1,2,1,1,2,1,1,4,2,4,3,3,2,4,1,2,1,4,2,2,1,1,1,1,3,3,1,2,1,3,1,2,2,1,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,3,1,1,0,3,2,0,2,1,0,1,2,0,1,0,1,2,1,0,0,0,4,1,1,3,2,2,2,2,1,1,1,1,1,2,1,3,3,1,1,1,1,0,0,0,0,2,3,1,0,0,0,0,1,1,1,0,3,2,0,2,1,0,1,2,0,0,2,2,1,2,5,4,4,5,5,2,2,1,1,2,2,3,1,2,1,4,5,1,1,3,2,1,3,2,2,3,1,2,3,2,2,2,2,2,4,3,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,2,3,3,3,4,4,3,3,4,4,4,3,3,4,1,4,5,3,2,3,2,2,3,3,3,3,1,2,2,3,3,3,0,3,2,2,0,3,19,21,14,34,3,1.533333333,1.2,1.4,2,25,5,13,7,21,13,3,4,34,5,9,5,3,8,4,16,3,1,1,5,6,0,49,61,35,36,31,45
68,25,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,3,1,2,4,1,1,2,1,1,2,2,3,1,2,2,1,4,4,1,1,2,1,4,2,2,3,3,2,2,1,4,1,2,1,1,1,2,4,3,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,3,3,4,4,3,3,3,2,NA,4,3,4,2,2,1,2,2,2,1,1,1,2,2,1,3,3,3,2,2,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,3,0,4,4,0,1,2,2,3,3,1,1,1,2,3,5,1,4,4,1,4,1,3,0,1,0,0,2,0,0,0,0,3,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,5,5,4,5,4,4,3,4,4,5,4,5,4,5,4,5,5,4,3,5,3,3,3,4,4,5,4,1,3,2,2,2,3,2,2,2,2,1,3,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,4,2,3,2,3,3,2,2,0,0,0,1,1,0,0,1,0,1,3,1,0,1,0,2,0,1,0,0,22,26,17,30,2,3.285714286,2.6,3.75,3.6,32,9,10,13,17,10,1,3,47,11,15,6,4,10,1,9,3,0,2,4,0,0,39,25,25,70,43,12
69,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,1,2,1,4,1,1,2,1,1,1,1,4,3,2,1,4,1,2,3,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,2,1,1,3,4,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,4,3,1,2,3,1,1,3,1,2,2,1,1,3,4,3,5,4,1,3,1,3,3,2,1,1,3,3,4,5,0,3,2,0,2,2,3,1,3,0,3,3,3,0,0,0,0,1,5,2,0,0,3,1,3,3,3,0,0,0,2,2,0,4,2,3,0,2,2,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,2,5,5,3,1,4,2,3,3,4,4,5,5,4,4,5,4,4,3,3,4,4,5,3,3,3,2,3,4,3,2,3,3,2,4,4,4,3,2,2,4,2,4,3,3,3,3,3,3,4,2,2,2,3,3,2,4,3,2,4,3,2,2,2,3,5,2,2,4,3,2,4,4,0,2,2,2,3,2,2,1,1,2,2,2,2,2,0,2,2,2,0,1,24,15,15,20,8,1.866666667,1,2,2.6,49,19,14,16,9,5,1,1,35,2,14,7,3,9,0,26,5,6,6,5,4,0,60,56,31,69,37,32
70,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,2,1,1,4,4,1,3,1,4,1,3,4,4,1,1,3,2,1,2,1,1,3,1,1,3,3,4,1,1,3,2,1,1,1,4,1,1,4,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,3,1,3,3,1,1,2,1,1,1,1,1,2,1,2,2,3,5,1,1,2,1,2,1,4,1,4,1,1,0,1,2,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,5,4,1,2,2,2,1,1,1,5,2,1,1,3,1,5,4,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,4,4,2,3,1,5,2,5,1,2,2,4,3,4,2,2,1,5,4,1,1,2,3,2,2,1,3,1,4,2,2,2,3,2,1,2,2,1,2,2,2,2,4,3,3,2,2,2,4,1,1,1,1,1,2,1,1,1,2,1,2,3,3,2,1,4,5,5,4,3,5,1,3,4,5,0,0,0,0,2,0,3,1,0,1,2,0,1,1,0,0,1,2,0,2,22,12,29,31,6,1.466666667,1,1.4,2,34,10,13,11,7,2,1,4,45,9,15,4,3,11,3,10,0,0,5,2,1,2,44,34,39,44,29,16
71,32,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,2,2,1,1,1,1,3,3,2,2,1,3,2,2,1,1,4,1,2,2,1,3,1,2,3,3,2,2,1,1,2,2,3,1,3,2,2,3,3,2,1,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,1,3,1,3,3,1,1,2,1,1,2,1,2,3,4,3,3,2,3,4,2,1,2,3,1,3,2,2,1,1,2,3,1,0,1,1,2,1,1,2,1,1,2,1,1,0,1,0,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,2,4,2,4,3,4,5,4,4,4,2,4,2,3,4,2,4,4,2,5,2,2,1,2,3,4,4,1,2,2,1,1,3,2,2,3,1,3,2,3,2,3,1,3,2,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,1,2,1,3,3,4,2,2,4,1,2,3,3,2,2,0,1,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,23,21,21,24,6,1.733333333,1,1.6,2.6,40,15,16,9,10,4,0,5,10,2,4,2,1,0,1,21,3,2,6,3,5,2,41,29,27,57,29,13
72,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,3,4,4,3,3,3,2,3,3,4,2,1,3,4,4,1,3,4,4,4,2,1,4,4,2,3,4,4,2,1,4,4,2,3,4,3,4,4,3,4,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,NA,2,3,NA,4,3,3,3,2,NA,2,1,NA,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,0,1,3,0,0,0,0,1,3,2,0,2,0,0,3,4,1,1,1,1,2,1,1,1,1,2,2,3,1,2,1,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,4,2,2,2,4,2,2,4,4,2,4,3,2,4,2,4,1,1,4,2,2,2,4,2,4,3,2,2,2,1,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,1,1,2,2,2,1,2,2,2,2,2,1,1,3,4,3,2,2,2,3,2,3,2,1,1,0,1,2,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,23,32,38,43,4,2.454545455,3,2.6,2.2,22,8,9,5,8,3,1,4,31,7,12,3,3,4,2,17,0,2,8,1,4,2,38,38,26,51,25,16
73,22,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,2,4,3,4,2,3,1,2,1,3,1,2,2,3,1,4,3,2,1,4,4,2,2,1,1,2,2,4,1,2,2,1,1,3,2,2,3,3,4,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,NA,2,3,NA,NA,2,3,NA,2,NA,2,4,NA,2,5,1,2,4,3,5,5,5,2,5,1,5,5,2,3,2,2,0,4,3,1,0,1,1,0,2,0,0,3,2,0,4,0,0,0,4,0,0,0,0,0,4,2,0,0,0,2,0,5,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,4,1,4,5,4,2,4,4,3,3,3,3,4,5,2,4,5,3,1,1,5,4,5,4,2,2,3,2,3,2,2,3,3,3,3,4,3,3,3,2,3,2,3,4,2,3,3,3,3,3,3,2,2,2,3,2,2,4,2,2,3,3,2,2,3,4,4,2,3,3,2,4,3,4,1,2,2,3,2,2,2,2,2,2,3,2,1,3,1,2,2,3,0,2,36,19,25,23,5,2.444444444,3,2,2.6,57,15,28,14,3,0,2,1,22,2,12,2,4,2,0,21,0,4,3,9,4,1,55,51,32,59,35,39
74,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,4,1,2,3,1,1,2,3,1,1,4,3,1,2,4,3,1,4,3,2,4,1,3,4,2,1,1,2,2,4,3,4,2,1,1,1,2,2,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,2,NA,4,3,1,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,5,5,0,0,1,1,2,3,0,4,4,3,4,5,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,4,2,2,4,4,4,5,1,2,4,2,4,3,2,4,2,2,2,1,4,1,5,2,3,2,1,1,2,1,2,2,2,1,2,2,2,4,1,2,3,2,2,3,2,1,1,1,1,1,3,1,2,1,1,1,3,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,26,30,22,24,0,2.928571429,3.2,1.5,3.8,17,5,7,5,4,2,0,2,46,13,18,4,6,5,0,4,1,1,1,1,0,0,38,29,13,50,28,4
75,21,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,1,1,1,4,1,1,4,3,1,1,1,4,2,1,1,4,1,4,2,1,1,4,1,1,1,4,2,1,1,4,2,1,4,4,1,1,1,1,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,NA,1,2,1,3,4,NA,NA,2,NA,4,NA,NA,1,3,1,1,2,1,1,2,1,1,1,2,1,3,2,1,3,2,0,0,2,1,0,0,0,0,2,2,2,1,1,1,0,0,2,0,3,4,1,1,2,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,4,5,2,5,2,2,4,4,4,1,1,4,2,2,3,2,4,4,1,5,1,3,2,2,2,1,4,1,3,1,2,1,3,2,1,1,4,2,1,2,1,1,1,2,2,1,2,2,1,3,3,2,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,3,5,2,1,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1,18,12,14,41,3,2.222222222,1,2.25,2.5,28,8,9,11,6,2,2,2,31,7,12,4,2,4,2,14,4,1,1,4,1,3,34,31,18,54,22,8
76,21,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,3,1,2,1,3,1,2,3,4,2,2,1,4,2,4,1,3,2,3,1,2,1,4,2,2,1,3,2,4,4,3,2,4,1,3,1,4,4,1,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,NA,1,3,NA,2,3,1,1,1,NA,1,2,NA,1,4,1,1,2,1,1,1,1,1,2,3,5,3,2,1,1,2,3,1,0,2,1,3,4,0,2,3,1,3,1,1,0,1,1,2,2,1,1,2,2,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,2,3,0,0,0,0,0,3,0,0,1,3,0,0,2,0,0,0,0,2,0,4,4,1,2,1,3,4,1,2,2,1,4,2,5,3,1,4,2,1,4,2,4,1,4,1,2,3,2,2,3,2,2,2,1,1,1,1,2,1,1,2,2,4,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,3,2,4,2,1,4,1,2,0,1,1,3,1,2,0,1,0,0,2,1,1,2,0,1,0,2,0,0,22,34,16,38,3,1.818181818,1,1.2,2.6,32,9,14,9,17,12,0,5,30,6,7,6,4,4,3,29,3,8,8,2,2,6,36,27,22,54,14,18
77,19,F,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,1,2,1,4,1,2,3,4,1,2,1,4,2,2,1,4,4,4,2,2,1,3,4,2,1,1,2,2,1,3,2,2,1,3,1,2,2,3,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,3,4,NA,4,3,1,1,1,NA,1,2,NA,3,4,2,2,3,2,3,3,4,2,4,2,1,1,3,2,1,1,2,1,3,0,0,1,2,0,2,0,0,1,2,1,2,0,0,1,4,3,1,1,1,2,2,4,1,1,1,1,1,3,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,4,1,4,4,4,4,4,2,2,4,2,2,2,2,2,4,2,4,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,4,2,2,2,3,2,2,3,3,3,1,1,3,3,2,2,2,1,1,1,3,3,3,3,1,2,2,4,3,4,2,3,2,2,3,4,2,0,1,0,1,2,0,0,2,0,2,1,2,1,2,0,2,1,1,0,1,19,22,20,37,2,2.363636364,1,2.4,2.6,40,13,19,8,1,0,0,1,37,5,11,7,3,9,2,18,0,3,6,7,2,0,43,43,29,47,36,19
78,22,F,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,2,1,3,2,2,1,1,1,4,3,1,1,2,1,3,4,1,1,1,2,1,1,4,3,3,2,2,1,3,2,1,3,3,2,2,3,3,1,2,2,3,1,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,3,3,3,1,4,1,2,1,1,1,1,3,3,3,4,0,2,2,0,2,1,1,0,2,0,2,1,2,0,0,3,0,0,2,2,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,2,4,2,4,4,5,2,2,1,3,2,4,4,2,1,5,1,5,1,2,2,4,2,4,4,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,2,3,1,3,2,3,3,3,2,2,1,4,2,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,27,24,18,26,5,1.333333333,1.4,1.6,1,38,13,11,14,4,0,1,3,10,2,5,0,2,1,0,18,4,2,3,4,2,3,43,41,24,52,24,17
79,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,1,2,2,3,3,4,4,1,1,2,4,1,3,2,2,1,1,2,1,2,2,3,1,2,4,3,1,2,1,4,1,2,2,1,1,1,4,4,3,3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,3,2,4,1,2,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,0,0,0,1,2,0,1,0,2,0,2,0,1,1,1,0,5,2,1,1,2,2,2,3,2,4,1,2,3,2,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,4,4,2,4,5,2,4,5,2,5,4,4,4,2,5,4,2,5,3,5,2,2,3,4,4,1,2,2,1,1,3,2,1,3,1,2,3,2,3,2,1,1,2,3,2,1,2,2,3,2,2,1,1,3,2,2,1,2,3,1,1,3,2,3,1,3,2,2,3,2,3,2,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30,30,21,18,1,2.2,2.2,2,2.4,21,6,8,7,3,0,0,2,40,11,12,7,3,5,2,14,3,1,5,2,2,1,38,38,24,67,30,4
80,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,1,2,1,1,1,2,4,4,1,2,1,4,1,2,1,1,2,4,2,1,4,3,2,2,3,1,2,1,3,3,1,1,4,3,1,1,2,1,4,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,3,2,1,1,3,1,1,1,1,1,1,1,2,1,1,3,3,1,2,1,1,1,3,2,3,1,2,2,4,3,1,1,0,0,0,4,1,2,0,1,0,2,0,0,0,2,1,0,1,1,1,1,3,1,1,1,1,2,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,3,4,5,5,5,2,4,5,4,3,4,2,3,5,4,5,1,5,1,5,4,4,4,3,4,2,2,2,3,1,3,3,1,2,2,1,2,3,3,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,3,1,1,1,1,3,4,2,3,2,2,3,2,2,0,1,0,1,1,1,0,2,0,3,2,1,1,1,0,1,0,1,0,1,28,18,14,32,4,1.533333333,1,1.4,2.2,29,6,12,11,2,0,0,2,26,6,7,5,2,5,1,21,3,0,3,9,4,2,40,30,24,67,36,17
81,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,1,1,1,3,1,1,3,1,1,1,4,4,1,1,4,4,2,4,1,1,3,3,2,2,4,1,1,2,3,3,1,2,3,1,3,2,2,3,1,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,2,3,1,3,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,4,1,4,1,1,1,3,1,0,0,3,2,0,4,0,0,1,3,0,1,0,0,0,4,4,0,2,3,2,1,3,1,4,2,1,1,4,2,3,2,1,1,1,2,0,1,0,0,1,0,0,0,0,1,0,3,0,3,2,0,2,0,1,0,0,1,1,0,0,2,4,3,2,2,4,4,5,5,2,2,4,3,3,2,3,4,4,1,3,3,2,2,4,2,5,3,3,2,3,3,2,4,1,3,3,3,3,2,3,3,2,3,3,4,2,3,2,2,2,3,2,2,3,2,2,2,3,1,1,2,2,3,1,2,3,2,4,4,5,3,4,4,1,3,4,5,2,3,2,2,3,2,2,3,1,1,3,1,0,3,0,2,3,2,0,1,36,17,14,30,5,2.066666667,1.4,1.6,3.2,29,5,13,11,18,8,3,4,42,9,14,6,3,8,2,19,0,4,6,6,3,0,55,42,37,50,33,36
82,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,2,4,4,3,1,2,3,1,4,2,3,4,2,2,3,3,2,1,2,2,3,1,4,2,3,1,2,1,4,1,4,2,3,1,3,2,4,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,NA,4,3,NA,4,3,4,1,4,NA,4,3,NA,1,2,2,2,3,1,5,2,4,3,4,3,1,3,2,1,4,3,0,0,0,0,1,3,1,0,2,0,0,3,1,0,0,0,0,2,3,3,1,1,2,2,2,2,3,1,2,1,2,3,1,3,2,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,4,4,1,4,3,1,2,4,3,4,4,4,4,2,4,5,3,2,4,5,3,5,4,2,2,3,2,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,2,3,4,2,2,4,3,3,4,4,1,2,4,4,4,3,3,4,2,4,4,4,2,0,2,2,1,2,1,3,1,2,1,1,1,2,1,1,3,3,1,1,33,25,26,19,6,3.181818182,4,2.8,3.4,45,10,22,13,4,1,3,0,38,6,12,7,4,7,2,13,1,8,2,2,0,0,60,59,36,49,40,31
